id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
282977,Park Slope Brooklyn!  Sunny Bedroom.,1474071,Diana,Brooklyn,Park Slope,40.67264,-73.98136,Private room,125,3,235,8/5/19,2.53,1,307
283072,One bedroom sharing Bathroom,1474637,Eliza,Brooklyn,Cypress Hills,40.67889,-73.86404,Private room,75,7,0,,,1,0
283090,Spacious East Village Apartment,511175,Luis,Manhattan,East Village,40.7241,-73.97899,Entire home/apt,185,6,24,8/10/18,0.26,2,126
283184,Huge Williamsburg Loft..Perfect for Big Groups!,1427381,Elizabeth,Brooklyn,Williamsburg,40.70766,-73.95191,Entire home/apt,300,7,0,,,2,354
283272,Stylish Garden House - Trendy area,524730,Oz,Brooklyn,Williamsburg,40.71422,-73.9484,Entire home/apt,100,19,5,8/3/16,0.06,2,6
283550,Hells Kitchen Ground Fl 1-bedroom,1476954,Jose,Manhattan,Hell's Kitchen,40.76001,-73.99133,Entire home/apt,175,3,10,4/21/19,0.22,1,0
284208,Pre War Park Slope on Prospect Park,1366270,Louisa,Brooklyn,South Slope,40.66441,-73.97974,Private room,65,4,36,11/12/18,0.46,2,101
284855,Charming Apt in the Best Location!,1482460,Dara,Manhattan,West Village,40.73362,-74.00923,Entire home/apt,240,5,96,7/14/19,1.11,1,117
285442,Huge room with private balcony,1475866,Jesper,Manhattan,East Village,40.73119,-73.98819,Private room,300,6,1,5/6/13,0.01,1,0
285492,Amazing 1 bedroom apt with NYC View,1486034,Eric,Manhattan,Chelsea,40.74494,-73.9998,Entire home/apt,385,1,63,8/3/18,0.7,1,364
285716,Great spacious room by the L train!,1487126,Anamaria,Brooklyn,Bushwick,40.69657,-73.9129,Private room,47,15,5,9/11/13,0.06,1,0
286662,Charming Brooklyn Studio,1491538,Erika,Brooklyn,Crown Heights,40.67106,-73.95463,Entire home/apt,110,3,241,7/31/19,2.61,1,276
286838,Private Room in Brownstone,1492339,Karin,Manhattan,Harlem,40.80748,-73.95589,Private room,75,2,101,10/31/15,1.09,1,0
287397,Bed Stuy Pride! Welcome to Brooklyn,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,40.68991,-73.93179,Entire home/apt,100,3,25,7/18/19,0.27,3,65
287408,Lovely Hell's Kitchen Studio...,1495090,Carey,Manhattan,Hell's Kitchen,40.76147,-73.99152,Entire home/apt,165,2,73,7/10/19,0.82,1,0
287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,1495196,Yvette,Brooklyn,Bedford-Stuyvesant,40.68174,-73.91921,Entire home/apt,300,2,40,6/23/19,0.67,1,0
287421,"Cozy, Clean Cobble Hill Brownstone",1495141,Keow,Brooklyn,Cobble Hill,40.68538,-74.00056,Entire home/apt,140,3,103,8/1/17,1.12,1,218
287839,"Cozy, beautiful doormen studio-",1498424,Hibo,Brooklyn,Fort Greene,40.69018,-73.98107,Entire home/apt,175,3,36,7/15/19,0.41,1,297
287845,Carroll Gardens Gem-2BD with Garden,1496847,Paul & Ewa,Brooklyn,Carroll Gardens,40.68128,-73.99522,Entire home/apt,275,31,121,7/1/19,1.31,1,238
289020,Sunny 1BR Center of East Village!,347036,Jasmine,Manhattan,East Village,40.72948,-73.98694,Entire home/apt,179,8,15,8/29/18,0.19,1,0
289037,"2BR in Cobble Hill, Brooklyn, NY",632334,Michael,Brooklyn,Carroll Gardens,40.68353,-73.9914,Entire home/apt,189,2,13,9/5/16,0.18,1,0
289288,Perfect East Village Apartment,1502469,Max,Manhattan,East Village,40.72506,-73.98865,Entire home/apt,219,2,129,5/11/19,1.41,1,249
289665,Decorators 5-Star Flat West Village,1503831,Elle,Manhattan,West Village,40.72891,-74.00293,Entire home/apt,450,20,157,8/11/16,1.69,1,0
289703,Beautiful SoHo Luxury Apartment,815741,Geoff,Manhattan,SoHo,40.7253,-73.99916,Entire home/apt,249,5,8,11/26/16,0.11,1,0
289958,2 Rooms in Cottage NYC,1454655,Ronaldo,Queens,Long Island City,40.75295,-73.93228,Private room,65,2,5,9/9/14,0.06,1,309
289995,Zen Minimalist w/Garden- Bedford L Stop,1505217,Pia,Brooklyn,Greenpoint,40.71947,-73.95252,Entire home/apt,250,30,48,7/12/19,0.54,1,79
290457,Between Two Bridges 2BD -Whole Apt!,207124,Mikki & Bazi,Manhattan,Chinatown,40.71283,-73.99703,Entire home/apt,139,30,37,2/16/19,0.41,1,154
291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,1470688,Philip,Manhattan,Upper West Side,40.77338,-73.98887,Entire home/apt,209,7,14,6/25/19,0.16,1,208
291714,Brooklyn Beauty - Large 2 bedroom Apartment,1321504,Rohan,Brooklyn,Crown Heights,40.67385,-73.94405,Entire home/apt,120,5,37,4/15/18,0.44,1,325
291812,"Entire Apartment in Astoria, 15mins from Manhattan",1509416,Natalia,Queens,Astoria,40.76856,-73.91828,Entire home/apt,70,5,1,8/30/16,0.03,1,0
292047,Gorgeous pvt room in West Village,1490696,Alejandra,Manhattan,West Village,40.73908,-74.00378,Private room,90,3,212,7/27/19,2.39,1,245
292121,1 bedroom apt in Midtown West,169927,Hubert,Manhattan,Hell's Kitchen,40.7625,-73.9869,Entire home/apt,199,3,4,9/12/18,0.07,1,229
292266,Sunny and spacious bedroom,1513294,Urszula,Brooklyn,Bushwick,40.69755,-73.91187,Private room,50,25,17,4/1/19,0.18,2,45
292637,Beautiful Spacious One Bedroom,1021834,Svetlana,Brooklyn,Crown Heights,40.67335,-73.96,Entire home/apt,100,5,0,,,1,0
293004,Room next to Columbia Uni.,910719,Sena,Manhattan,Harlem,40.80497,-73.95146,Entire home/apt,110,1,0,,,1,0
293837,"Big Apt for Funky Art /Music Lovers, Outdoor Patio",1495502,Olly,Brooklyn,Williamsburg,40.70736,-73.94331,Entire home/apt,157,4,54,6/11/19,0.65,1,11
294227,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73683,-73.9543,Entire home/apt,199,3,43,6/22/19,0.49,28,116
294239,NYC Summer Getaway | Full Home 2BR,1521432,Carmen,Queens,Astoria,40.76444,-73.92607,Entire home/apt,192,3,7,4/18/17,0.08,1,0
294242,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7389,-73.95395,Entire home/apt,199,3,75,6/5/19,0.92,28,116
294250,Beautiful New Garden Apartment ,45682,Irina,Manhattan,Upper West Side,40.77611,-73.97808,Entire home/apt,150,3,91,7/16/19,1.01,1,0
294259,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73806,-73.95462,Entire home/apt,199,3,75,8/5/19,0.85,28,108
294263,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73661,-73.95479,Entire home/apt,199,3,90,7/29/19,1.06,28,96
294280,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73857,-73.95435,Entire home/apt,199,3,23,4/23/19,0.26,28,116
294297,"Lovely apt in Williamsburg, BK",1521604,Summer,Brooklyn,Williamsburg,40.711,-73.96225,Entire home/apt,105,3,11,6/23/19,0.16,1,0
294353,Williamsburg HUGE SUNNY next2train!,430188,Pam,Brooklyn,Williamsburg,40.70686,-73.95365,Private room,135,6,84,2/16/19,1.11,6,139
294490,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73857,-73.95299,Entire home/apt,199,3,54,6/10/19,0.61,28,116
294717,Modern apartment w/ gorgeous view,1523610,Marissa,Brooklyn,Williamsburg,40.71095,-73.95239,Private room,125,3,17,5/20/15,0.18,1,0
295231,"Sunny, clean br available",1387286,Felicia,Brooklyn,Williamsburg,40.70918,-73.94881,Private room,60,7,1,3/24/14,0.02,2,0
295379,Have Whole Apt! Prime Williamsburg!,1525761,Ric,Brooklyn,Williamsburg,40.71685,-73.96573,Entire home/apt,85,1,73,6/19/19,0.88,1,0
295998,Panoramic View Central Park & NYC,568585,Alan,Manhattan,Upper West Side,40.7909,-73.96762,Entire home/apt,300,5,39,7/26/19,0.51,1,24
296345,E Williamsburg Apartment with Yard,496164,Todd,Brooklyn,Williamsburg,40.71143,-73.94159,Private room,75,2,99,7/15/19,1.07,2,246
296361,Nice Private Room Beauty in Queens,1528912,Weiwei,Queens,Elmhurst,40.737,-73.87444,Private room,55,1,63,5/18/19,0.88,2,309
296658,Sublet in Brooklyn/Lefferts Gardens,1530106,Glenn,Brooklyn,Crown Heights,40.66469,-73.96091,Private room,44,5,2,9/21/17,0.09,1,0
296717,"Cozy Corner, Bedford Ave  Brooklyn!",1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68855,-73.95405,Private room,55,5,19,7/17/19,0.21,4,187
296844,"HISTORIC WILLIAMSBURG, BKLYN #1",839679,Brady,Brooklyn,Williamsburg,40.71653,-73.95554,Private room,30,3,24,12/4/13,0.28,3,0
297579,"Designer Apt near Q, Prospect Park",1534386,Patrick,Brooklyn,Prospect Heights,40.67781,-73.97044,Entire home/apt,299,5,48,5/26/16,0.54,1,349
297611,Inexpensive apartment in exchange for cat-care,997124,Alison,Brooklyn,Fort Greene,40.69309,-73.97074,Private room,35,3,1,5/13/18,0.07,1,0
297938,Private & Cozy Modern Luxury,1535997,Jeffrey,Brooklyn,Flatbush,40.65379,-73.96266,Private room,100,7,61,1/3/19,0.79,1,318
297962,"Private room in 2 br Apt, Wburg, BK",1535987,Sergio,Brooklyn,Williamsburg,40.70638,-73.96627,Private room,70,1,2,1/2/18,0.05,1,363
298073,"Bright, Airy Williamsburg Apt",1536533,Irina,Brooklyn,Williamsburg,40.71629,-73.95786,Entire home/apt,130,14,23,11/8/16,0.25,1,11
298759,Large Double Room  Queenbed Wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68622,-73.94675,Private room,52,2,98,7/21/19,1.16,4,321
298854,"Low$pacious in Williamsburg, Bklyn",1412944,Jason,Brooklyn,Williamsburg,40.71635,-73.94609,Private room,75,3,0,,,1,358
299062,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,236421,Jessica,Manhattan,Upper East Side,40.77272,-73.95307,Private room,190,3,0,,,2,0
299078,Charming 1BD in SoHo,787261,L,Manhattan,SoHo,40.72509,-74.00304,Entire home/apt,250,5,152,6/23/19,1.67,1,109
299531,Feel like you never leave your home,1220404,Tom,Brooklyn,East New York,40.66795,-73.89232,Entire home/apt,100,1,124,8/3/19,1.43,2,306
299699,Sunny apartment  in Greenpoint,1557998,Eliza,Brooklyn,Greenpoint,40.72582,-73.95843,Entire home/apt,160,4,9,4/2/18,0.1,1,124
301034,Furnished Bedroom with private half bath,1550578,Ron,Manhattan,Harlem,40.80637,-73.95433,Private room,140,2,46,7/20/19,0.51,1,273
302057,Sunny private room featured in film,1555897,Alice,Brooklyn,Flatbush,40.64387,-73.96855,Private room,75,2,158,1/2/19,1.75,1,149
302649,Artsy & Cozy Room in Crown Heights,1558260,Maggie,Brooklyn,Crown Heights,40.67427,-73.94641,Private room,55,30,2,1/6/18,0.06,1,364
302705,Wonderful Room on the UES 2,1439222,Virginia,Manhattan,Upper East Side,40.77089,-73.95817,Private room,60,30,0,,,1,214
302758,Sunny 1BR East Harlem Apartment,8605,Dimitry,Manhattan,East Harlem,40.7968,-73.93611,Entire home/apt,150,7,12,3/26/16,0.14,1,0
303462,Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease,1562045,Antonio,Manhattan,Upper West Side,40.78012,-73.98439,Entire home/apt,295,1,0,,,1,117
304799,Penthouse Studio by Central Park,185753,Carolyn,Manhattan,Upper West Side,40.77508,-73.9799,Entire home/apt,150,2,11,6/9/19,0.13,1,2
305211,Your Own 2 Br Apt Bedford and Grand,1570170,Kristina,Brooklyn,Williamsburg,40.71532,-73.96064,Entire home/apt,180,3,240,7/27/19,2.76,2,264
306702,Spacious + Sunny Studio in Ft. Greene Brooklyn!,1577493,Tina,Brooklyn,Fort Greene,40.68786,-73.97421,Private room,135,3,16,9/1/18,0.18,1,0
306799,2 rooms; private entrance & bath!,1577961,Oona,Brooklyn,Bushwick,40.70793,-73.91987,Private room,65,5,126,7/13/19,1.43,1,62
309342,Giant Sunny Bedroom & Private Bath in my Apartment,1586945,Ben,Manhattan,Upper West Side,40.79044,-73.97513,Private room,99,3,14,8/19/15,0.22,1,319
310272,"Private Room in Artist's Home, Stapleton, SI",1390555,Jonathan,Staten Island,Clifton,40.62318,-74.07848,Private room,59,1,51,6/28/19,0.56,1,353
310325,Large Sunny Bedroom with Bay Window,745069,Kimberly,Manhattan,Harlem,40.82286,-73.94596,Private room,75,3,33,6/10/19,0.38,3,312
310338,Harlem/Hamilton Heights Sunny Room,745069,Kimberly,Manhattan,Harlem,40.82451,-73.94457,Private room,75,3,30,1/1/19,0.35,3,351
310524,Clinton Hill Duplex near Pratt w/Balcony!,1597481,Mary,Brooklyn,Bedford-Stuyvesant,40.69348,-73.95927,Private room,75,3,13,1/31/19,0.14,1,326
310796,"Sunny 1 BR, West 80s & Central Park",1385157,Brian,Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,109,30,18,6/7/19,0.2,5,314
311003,"2 BD / 2BA WITH GARDEN, SLEEPS 6",72747,Karen,Brooklyn,Crown Heights,40.67679,-73.95639,Entire home/apt,225,4,1,4/21/13,0.01,1,337
311343,COMFORTABLE ROOM,1601664,Junior,Manhattan,East Harlem,40.79107,-73.94381,Private room,86,3,216,5/14/19,2.41,1,279
311356,Charming Ridgewood Soulful  Walk-Up,142147,Richard,Queens,Ridgewood,40.70215,-73.91139,Private room,57,2,98,5/1/19,1.08,1,354
312429,"Comfortable, well-appointed room",1606222,P,Brooklyn,Prospect Heights,40.67339,-73.96519,Private room,100,2,61,6/2/19,0.85,1,90
313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,1613244,Ariel,Manhattan,Lower East Side,40.72209,-73.99274,Entire home/apt,99,30,13,4/23/19,0.34,9,318
314982,Share in NYC's trendy East Village,1617817,Chris,Manhattan,East Village,40.73171,-73.98717,Private room,89,3,137,7/23/19,1.51,1,195
316238,Historic Brooklyn 2-Bedroom Apt,279078,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,40.69213,-73.951,Entire home/apt,135,2,41,7/20/19,0.49,2,294
317838,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,1631400,Sean And Kiana,Manhattan,West Village,40.73237,-74.00608,Entire home/apt,199,14,66,8/3/19,0.74,1,180
317905,Come and go as  you please in BKLN!,1631733,Jane,Brooklyn,Kensington,40.64354,-73.97777,Entire home/apt,89,3,62,1/2/19,0.7,1,217
318021,Room in Huge 1200sf W Harlem Suite,1632149,Michael,Manhattan,Harlem,40.80343,-73.9531,Private room,110,3,48,7/29/19,0.58,1,272
318187,"Huge, Sunny, Open Loft in Brooklyn",1633100,Ana,Brooklyn,Bushwick,40.70462,-73.9228,Entire home/apt,120,2,46,7/28/19,0.52,1,251
319724,Cozy Nook in Heart of Williamsburg,1639120,Jason,Brooklyn,Williamsburg,40.71394,-73.96267,Private room,79,2,207,6/16/19,2.26,2,246
319798,Peaceful Room...,9647066,Maria Luiza,Brooklyn,Bay Ridge,40.6339,-74.02035,Private room,49,4,75,7/30/19,0.83,2,284
319844,Cute Room in Historic Loft!,1639884,Nora,Brooklyn,Greenpoint,40.73028,-73.95927,Private room,79,14,23,6/30/19,0.26,1,322
320865,Harlem on the Range,1643782,Katy,Manhattan,Harlem,40.8076,-73.94433,Entire home/apt,135,30,25,3/31/19,0.28,1,271
320876,Amazing Park Slope Duplex with Deck,516347,Lillian,Brooklyn,South Slope,40.66485,-73.98343,Entire home/apt,185,2,217,7/17/19,2.42,1,308
320877,Entire 2 Bedroom Apartment in Williamsburg,1366194,Fabiana,Brooklyn,Williamsburg,40.71279,-73.95852,Entire home/apt,225,4,26,6/24/17,0.71,1,0
321014,Big Bright E Village 2BR (Baby Nursery),1644452,Erin,Manhattan,Gramercy,40.73294,-73.98282,Entire home/apt,245,5,18,1/2/18,0.21,1,0
321136,Private Manhattan Studio on Harlem/Heights Border,1644999,Candice,Manhattan,Washington Heights,40.83456,-73.9457,Entire home/apt,115,3,18,12/31/18,0.21,1,26
322037,"Luxury Williamsburg, Brooklyn LOFT",1649300,James,Brooklyn,Williamsburg,40.72091,-73.95814,Entire home/apt,325,2,347,8/4/19,3.87,1,342
322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,1651591,Todd,Brooklyn,Williamsburg,40.71819,-73.95414,Private room,95,2,163,7/21/19,1.81,2,68
322974,Chelsea/Meat Packing  Artist Space!,1610852,Amanda,Manhattan,West Village,40.73887,-74.00342,Private room,120,2,78,2/8/19,1.2,1,0
323706,Elegant Spacious Family Townhouse,6064192,Ted And Diane,Manhattan,Upper West Side,40.77892,-73.98238,Entire home/apt,499,30,64,8/3/18,0.71,1,157
324115,Large Master Bedroom - Williamsburg,1639120,Jason,Brooklyn,Williamsburg,40.71336,-73.96192,Private room,89,2,222,7/13/19,2.44,2,236
324517,Central Park Fifth Av MET Museum,1660724,S,Manhattan,Upper East Side,40.77688,-73.96177,Private room,99,1,67,7/20/19,0.94,1,356
324800,Real Williamsburg Artist Loft,1661965,Mathias,Brooklyn,Williamsburg,40.71368,-73.94478,Entire home/apt,160,3,25,12/22/18,0.29,1,0
325429,Lovely Upper East Yorkville 1 BDRM,92788,Sara,Manhattan,Upper East Side,40.7761,-73.95265,Entire home/apt,219,4,102,6/28/19,1.14,2,296
326832,Cozy Upper East Side Studio,668564,Nitzan,Manhattan,Upper East Side,40.77471,-73.95574,Entire home/apt,159,2,33,8/1/19,0.48,1,6
326956,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68625,-73.96446,Private room,180,3,15,4/22/19,0.18,6,292
327521,"Lovely studio in East Village, NY",82896,Esther,Manhattan,East Village,40.725,-73.98851,Entire home/apt,150,5,1,11/16/15,0.02,1,0
327778,NYC Summer Discount  1 BR Gramercy Apt,1675255,Jill,Manhattan,Kips Bay,40.74016,-73.97665,Entire home/apt,106,3,13,7/19/19,0.15,1,265
328040,"Awesome views, Central location",1676487,Robyn,Manhattan,Midtown,40.75023,-73.98293,Entire home/apt,299,10,19,6/11/19,0.27,1,90
328693,Spacious Apartment across from Central Park,1013131,Joseph,Manhattan,Upper West Side,40.78867,-73.96809,Entire home/apt,179,3,309,8/4/19,3.47,1,223
328744,"Beautiful 2bd Apt near BK Museum, Crown Heights",890215,Duane,Brooklyn,Crown Heights,40.66684,-73.95877,Entire home/apt,165,2,13,7/7/19,0.14,1,318
329064,Your Historic House in Brooklyn,1680375,Marc,Brooklyn,Flatbush,40.63593,-73.96076,Entire home/apt,500,4,9,1/2/17,0.11,1,0
329310,Creative Director's Chinatown Loft,1681546,Todd,Manhattan,Chinatown,40.71638,-73.99167,Entire home/apt,250,15,9,5/14/16,0.1,1,219
329385,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",312288,Paula,Manhattan,Inwood,40.86658,-73.92558,Private room,87,7,48,7/22/19,0.64,2,0
333189,Charming private room in New-York,1697784,Jonathan,Brooklyn,Williamsburg,40.71179,-73.96449,Private room,79,4,42,6/24/19,0.47,2,81
333323,Cozy bedroom near Times Square,1698391,Pat,Manhattan,Hell's Kitchen,40.76186,-73.99165,Private room,75,2,122,7/28/19,2.15,3,286
334607,Artist's Flat in Historic Building #10263,52043,Patrick,Brooklyn,Williamsburg,40.71417,-73.95917,Entire home/apt,200,30,53,5/3/19,0.59,1,0
334781,Queen size sofa bed in Harlem,547177,Chryslaine,Manhattan,Harlem,40.82772,-73.93877,Private room,80,1,15,6/24/19,0.21,1,319
335797,Bklyn 6 Beds 1 Bathroom Rental 2,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63602,-73.94607,Entire home/apt,115,3,64,5/11/19,0.71,3,350
335820,4 Beds 2 Bathrooms Rental 1,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63611,-73.94637,Entire home/apt,80,4,79,4/29/19,0.87,3,349
336220,Stylish & Quiet NYC Retreat!,1711529,Jason,Manhattan,Harlem,40.803,-73.95278,Private room,125,3,204,8/5/19,2.29,1,242
339456,"Bright, new luxury apartment in doorman building",1723485,Mary,Manhattan,Upper West Side,40.79526,-73.9655,Entire home/apt,387,1,23,12/31/18,0.61,1,0
341525,TIMES SQUARE MASTER BEDROOM!,1732559,J,Manhattan,Hell's Kitchen,40.75763,-73.99482,Private room,95,6,62,6/1/19,0.75,2,75
341982,"Lincoln Center Studio, Clean&Sunny!",483013,Yj,Manhattan,Upper West Side,40.77577,-73.98258,Entire home/apt,99,2,36,8/23/15,0.45,1,0
342027,Serenity amidst the busy city,168417,Marie,Manhattan,Upper East Side,40.77631,-73.95289,Entire home/apt,121,1,16,6/16/19,0.18,2,318
342965,Super Clean Apt by Columbus Circle,1740233,Gladys,Manhattan,Hell's Kitchen,40.76774,-73.9892,Entire home/apt,350,4,24,9/21/17,0.27,1,362
342995,Unique private room and bathroom in Brownstone,1740216,Laura,Manhattan,Harlem,40.81169,-73.94355,Private room,75,2,79,7/16/19,0.89,2,116
343276,TIMES SQUARE HOUSE!,1732559,J,Manhattan,Hell's Kitchen,40.75782,-73.99349,Private room,95,5,110,5/26/19,1.26,2,60
344019,Best West Village/Meatpacking Space,1746209,R.,Manhattan,West Village,40.73104,-74.00879,Private room,195,1,7,6/7/12,0.08,1,158
344068,21 day Chelsea Apartment rental,1745312,Steven,Manhattan,Flatiron District,40.74253,-73.9916,Private room,160,21,0,,,1,0
344092,"Heavy Sun, Quiet, Arty 1 Bedroom",1745402,Tony,Brooklyn,Sunset Park,40.64372,-74.02066,Entire home/apt,70,18,19,7/13/16,0.21,1,0
346248,Cosy apartment in West Village,1755339,Julie,Manhattan,Greenwich Village,40.72886,-74.00013,Private room,100,3,7,5/31/15,0.09,1,0
346805,Spacious Lower East Side Apt in NYC,562614,Beth,Manhattan,Lower East Side,40.71868,-73.99017,Entire home/apt,140,1,53,10/28/14,0.59,1,4
347865,ARTY 2 BED EAST VILLAGE GEM,251176,Jason,Manhattan,East Village,40.72143,-73.98117,Entire home/apt,189,3,266,7/20/19,2.97,2,337
349841,Williamsburg Loft: Amazing Sublet,202507,Nom,Brooklyn,Williamsburg,40.71682,-73.96369,Private room,160,5,0,,,1,0
350168,Artist 2BR in Park Slope w/backyard,1774431,Kate,Brooklyn,Park Slope,40.67725,-73.9821,Entire home/apt,178,30,8,1/2/18,0.1,1,309
350525,Spacious 2BR near Botanic Garden,74777,Niki & Colin,Brooklyn,Crown Heights,40.66888,-73.95292,Entire home/apt,145,14,46,6/19/18,0.52,1,66
351530,Gorgeous brownstone next to park!,1747222,Sascha,Brooklyn,Park Slope,40.67188,-73.97533,Entire home/apt,125,5,6,11/4/18,0.08,1,25
351859,Exquisite Spacious Studio in Midtown,417652,Ron,Manhattan,Chelsea,40.74964,-73.99158,Entire home/apt,265,4,77,8/2/19,0.87,1,317
352651,COMFORTABLE LARGE ROOM,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,40.65846,-73.95057,Private room,77,5,11,6/23/19,0.12,3,346
353317,Lower East Side 1bedroom apt in NYC,314377,Marc,Manhattan,Chinatown,40.71515,-73.99029,Entire home/apt,129,3,135,7/19/19,1.51,1,134
354095,Large Beautiful East Village 1-Bdrm,1474749,Jared,Manhattan,East Village,40.72986,-73.97913,Entire home/apt,199,6,41,6/7/19,0.46,1,23
355106,Big room near Prospect Park! NY!,1797859,Camila,Brooklyn,Prospect-Lefferts Gardens,40.66039,-73.95937,Private room,92,7,35,7/25/19,0.4,1,326
357509,Manhattan -  Best Location in Midtown,684129,Ellie,Manhattan,Midtown,40.75407,-73.96713,Entire home/apt,110,7,27,3/1/19,0.31,1,217
359982,Sunny private room right off L train,1631288,Kay,Brooklyn,Williamsburg,40.70712,-73.94013,Private room,65,3,31,7/7/19,0.35,1,161
361803,"Luxury, Adorable Studio Apartment",1562039,Jennifer,Manhattan,Upper East Side,40.77584,-73.9502,Shared room,115,30,12,4/15/18,0.13,1,0
363320,HOME AWAY FROM HOME,390251,Lilly,Manhattan,Harlem,40.79967,-73.95156,Private room,175,2,6,7/30/18,0.09,4,39
363673,Beautiful 3 bedroom in Manhattan,256239,Tracey,Manhattan,Upper West Side,40.80142,-73.96931,Private room,3000,7,0,,,1,365
364275,Den of Zen at The Denizen Bushwick,1840564,Rico,Brooklyn,Bushwick,40.70007,-73.93268,Private room,72,3,158,7/23/19,1.8,2,58
364785,Sunny large private room in Park Slope,1842714,Susan,Brooklyn,Park Slope,40.67962,-73.97655,Private room,80,2,30,12/29/18,0.73,1,0
367042,Eastern Parkway Brooklyn 1BR Flat,774128,Andre,Brooklyn,Crown Heights,40.66847,-73.94875,Entire home/apt,125,5,1,9/4/14,0.02,1,0
367810,1400sf Manhattan View Artistic Loft,1728785,Veronika And John,Brooklyn,Greenpoint,40.7376,-73.95678,Private room,120,5,3,4/24/19,0.09,1,242
369411,"ingefära hus! Private room Williamsburg, Brooklyn",179679,Ginger,Brooklyn,Williamsburg,40.71148,-73.95573,Private room,94,2,274,7/26/19,3.16,3,5
369567,Private MasterBR w/ View of Museum,1863447,Luke,Brooklyn,Prospect Heights,40.67425,-73.96514,Private room,56,3,63,1/1/19,0.81,1,0
369671,LUXURY 2BD/2BTH - HUGE PATIO,1863713,Alix,Manhattan,East Village,40.72899,-73.97792,Entire home/apt,549,30,60,7/19/19,0.67,1,186
371138,"Comfy Brooklyn 2BD, W/ Backyard",1869567,Max,Brooklyn,Greenpoint,40.72488,-73.94013,Entire home/apt,190,2,5,10/12/15,0.1,1,0
373618,Authentic designer loft/roof deck best Williamsbrg,1879389,Christina,Brooklyn,Williamsburg,40.72212,-73.95696,Private room,125,3,63,6/30/19,0.71,2,90
374548,Sunny Retreat with Roof Garden,1884204,Mark,Brooklyn,Bedford-Stuyvesant,40.68534,-73.93433,Entire home/apt,85,5,268,7/2/19,3.01,2,207
375249,Enjoy Staten Island Hospitality,1887999,Rimma & Jim,Staten Island,Graniteville,40.62109,-74.16534,Private room,20,3,81,7/12/19,0.92,1,198
377217,Great apt on the UWS - A RARE FIND!,1895957,Ido,Manhattan,Upper West Side,40.78161,-73.97898,Entire home/apt,145,3,22,4/14/17,0.25,1,0
378460,Cozy 2 BD in Midtown West,1900800,Geny,Manhattan,Hell's Kitchen,40.75643,-73.99046,Entire home/apt,200,7,14,7/8/19,0.16,1,291
380416,Park Slope Sunny Studio,438133,Ellis,Brooklyn,Park Slope,40.67407,-73.98111,Entire home/apt,125,4,23,4/30/19,0.65,2,283
380730,Luxury L-Shape Studio + 3 cats,1317588,Alexander,Brooklyn,Sheepshead Bay,40.59721,-73.95149,Entire home/apt,50,30,3,12/4/18,0.08,1,0
382523,A cozy Red Room with private bathroom,732535,William,Manhattan,Harlem,40.80491,-73.94866,Private room,160,3,10,10/24/18,0.12,3,359
382524,Cozy room with private bathroom & outside garden,732535,William,Manhattan,Harlem,40.80334,-73.94805,Private room,180,3,14,4/4/19,0.16,3,353
385190,"Beautiful 1 bdrm, Inwood Manhattan",1928213,Brace,Manhattan,Inwood,40.87039,-73.91611,Private room,100,1,20,7/11/19,0.29,1,0
385657,Beautiful Loft/10 min to Manhattan!,1930204,Sophia,Brooklyn,Williamsburg,40.704,-73.93285,Private room,70,5,2,5/15/15,0.02,1,0
385824,New York City- Riverdale Modern two bedrooms unit,1931205,Orit,Bronx,Spuyten Duyvil,40.87991,-73.91673,Entire home/apt,120,2,47,7/3/19,1.19,1,340
